Facility Name,Latitude,Longitude,Geometry,Sectors_Industry_Type,Total reported direct emissions
SEA ROBIN GAS PROCESSING PLANT,29.89395,-92.06683,"{""type"":""Point"",""coordinates"":[-92.06683,29.89395]}",Petroleum and Natural Gas Systems,107212.746
SEA ROBIN PIPELINE CO - ERATH,29.91572,-92.056212,"{""type"":""Point"",""coordinates"":[-92.056212,29.91572]}",Petroleum and Natural Gas Systems,27029.218
SEABREEZE ENVIRONMENTAL LANDFILL,29.087945,-95.355625,"{""type"":""Point"",""coordinates"":[-95.355625,29.087945]}",Waste,673247.25
SEADRIFT COKE L.P.,28.51343,-96.794646,"{""type"":""Point"",""coordinates"":[-96.794646,28.51343]}",Refineries,193640.858
SECCRA Community Landfill,39.8651,-75.8437,"{""type"":""Point"",""coordinates"":[-75.8437,39.8651]}",Waste,35069.324
SEMASS PARTNERSHIP RESOURCE RECOVERY FACILITY,41.8023,-70.7875,"{""type"":""Point"",""coordinates"":[-70.7875,41.8023]}",Waste,384441.616
SEMINOLE GAS PROCESSING PLANT,32.7578,-102.681,"{""type"":""Point"",""coordinates"":[-102.681,32.7578]}",Petroleum and Natural Gas Systems,555474.826
SEMINOLE ROAD MSW LANDFILL,33.6567,-84.2599,"{""type"":""Point"",""coordinates"":[-84.2599,33.6567]}",Waste,314723.898
SENECA EAST LANDFILL,41.16111,-83.05384,"{""type"":""Point"",""coordinates"":[-83.05384,41.16111]}",Waste,24022.5
SENECA MEADOWS SWMF,42.9141,-76.84483,"{""type"":""Point"",""coordinates"":[-76.84483,42.9141]}",Waste,302652.55
SENSIENT NATURAL INGREDIENTS LLC,37.389912,-120.66745,"{""type"":""Point"",""coordinates"":[-120.66745,37.389912]}",Other,43091.588
SENTINEL MINE,39.184925,-80.053492,"{""type"":""Point"",""coordinates"":[-80.053492,39.184925]}",Other,323319.75
SETTLERS HILL RDF/MIDWAY LANDFILL,41.868813,-88.288379,"{""type"":""Point"",""coordinates"":[-88.288379,41.868813]}",Waste,61481.792
SEWERAGE & WATER BOARD OF NEW ORLEANS,29.95783,-90.12946,"{""type"":""Point"",""coordinates"":[-90.12946,29.95783]}",Other,97009.084
SEYMOUR OF SYCAMORE INC,41.99349,-88.69819,"{""type"":""Point"",""coordinates"":[-88.69819,41.99349]}",Other,635.948
SG SOLUTIONS LLC,39.532894,-87.426301,"{""type"":""Point"",""coordinates"":[-87.426301,39.532894]}",Power Plants,837.796
SHADE LDFL,40.12149,-78.800713,"{""type"":""Point"",""coordinates"":[-78.800713,40.12149]}",Waste,31301.994
SHAW INDUSTRIES GROUP INC PLANT 4,34.71917,-84.96703,"{""type"":""Point"",""coordinates"":[-84.96703,34.71917]}",Other,40446.232
SHAW INDUSTRIES GROUP INC. P LANT 8S,34.047217,-81.151326,"{""type"":""Point"",""coordinates"":[-81.151326,34.047217]}",Other,26580.3
SHELBY COUNTY HIGHWAY 70 LANDFILL,33.1807,-86.6959,"{""type"":""Point"",""coordinates"":[-86.6959,33.1807]}",Waste,96288
SHELL CHEMICAL CO - GEISMAR PLANT,30.184575,-90.99222,"{""type"":""Point"",""coordinates"":[-90.99222,30.184575]}",Chemicals,933213.176
SHELL CHEMICAL COMPANY,30.787778,-88.058333,"{""type"":""Point"",""coordinates"":[-88.058333,30.787778]}","Petroleum Product Suppliers,Refineries",413729.034
SHELL DEER PARK REFINERY,29.722222,-95.126944,"{""type"":""Point"",""coordinates"":[-95.126944,29.722222]}","Chemicals,Petroleum Product Suppliers,Refineries",4091622.17
SHELL OIL PRODUCTS US - MARTINEZ REFINERY,38.016594,-122.115392,"{""type"":""Point"",""coordinates"":[-122.115392,38.016594]}","Chemicals,Petroleum Product Suppliers,Refineries",3416230.576
SHELL PUGET SOUND REFINERY,48.472836,-122.560194,"{""type"":""Point"",""coordinates"":[-122.560194,48.472836]}","Petroleum Product Suppliers,Refineries",1946150.726
SHERHAN GAS PLANT,36.4925,-101.467222,"{""type"":""Point"",""coordinates"":[-101.467222,36.4925]}",Petroleum and Natural Gas Systems,101235.1838
SHERWIN ALUMINA PLANT,27.922352,-97.290298,"{""type"":""Point"",""coordinates"":[-97.290298,27.922352]}",Metals,176611.984
SHINTECH INCORPORATED,28.994467,-95.356329,"{""type"":""Point"",""coordinates"":[-95.356329,28.994467]}",Other,129798.912
SHINTECH LOUISIANA LLC - ADDIS PLANT A,30.325882,-91.261732,"{""type"":""Point"",""coordinates"":[-91.261732,30.325882]}",Other,43369.936
SHINTECH PLAQUEMINE PLANT,30.2594,-91.1737,"{""type"":""Point"",""coordinates"":[-91.1737,30.2594]}",Chemicals,522465.568
SHOLEM GAS PLANT,34.4942,-97.5864,"{""type"":""Point"",""coordinates"":[-97.5864,34.4942]}",Petroleum and Natural Gas Systems,51686.4356
SHOOSMITH SANITARY LANDFILL,37.35122,-77.4966,"{""type"":""Point"",""coordinates"":[-77.4966,37.35122]}",Waste,81947.25
SHORT CREEK LANDFILL,40.14833,-80.63972,"{""type"":""Point"",""coordinates"":[-80.63972,40.14833]}",Waste,28716.496
SHORT MOUNTAIN LANDFILL,43.959893,-122.998005,"{""type"":""Point"",""coordinates"":[-122.998005,43.959893]}",Waste,179807
SHOUP GAS PROCESSING AND FRACTIONATION PLANT,27.79913,-97.5681,"{""type"":""Point"",""coordinates"":[-97.5681,27.79913]}","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",234878.76
SHOW ME ETHANOL,39.36266,-93.448939,"{""type"":""Point"",""coordinates"":[-93.448939,39.36266]}","Other,Waste",78861.106
SHOWA DENKO CARBON INCORPORATED 130130,33.090278,-80.341667,"{""type"":""Point"",""coordinates"":[-80.341667,33.090278]}",Other,46678.124
SI GROUP INC /ROTT JCT FAC,42.859093,-74.021442,"{""type"":""Point"",""coordinates"":[-74.021442,42.859093]}",Other,31422.264
SI GROUP INC TX OPERATIONS,28.9744,-95.34453,"{""type"":""Point"",""coordinates"":[-95.34453,28.9744]}",Chemicals,84689.832
"SI Group, Inc.",33.4675,-80.881111,"{""type"":""Point"",""coordinates"":[-80.881111,33.4675]}","Chemicals,Waste",89552.312
SIDNEY SUGARS INCORPORATED,47.717982,-104.133124,"{""type"":""Point"",""coordinates"":[-104.133124,47.717982]}",Other,97831.746
SIGNAL MOUNTAIN CEMENT CO,35.101197,-85.345342,"{""type"":""Point"",""coordinates"":[-85.345342,35.101197]}",Minerals,591240.454
SIKORSKY AIRCRAFT HEADQUARTERS,41.2484,-73.09765,"{""type"":""Point"",""coordinates"":[-73.09765,41.2484]}",Other,54120.116
SILAS RAY POWER PLANT,25.9131,-97.5214,"{""type"":""Point"",""coordinates"":[-97.5214,25.9131]}",Power Plants,25618.504
"SILVER EAGLE REFINING, INCORPORATED",41.260556,-110.806944,"{""type"":""Point"",""coordinates"":[-110.806944,41.260556]}","Petroleum Product Suppliers,Refineries",31152.768
SIMI VALLEY LANDFILL & RECYCLING CENTER,34.28581,-118.791555,"{""type"":""Point"",""coordinates"":[-118.791555,34.28581]}",Waste,153856.448
SIMMONS FOODS INC-SOUTHWEST CITY,36.54243,-94.59802,"{""type"":""Point"",""coordinates"":[-94.59802,36.54243]}","Other,Waste",121184.806
SIMPLOT PHOSPHATES,41.5409,-109.131,"{""type"":""Point"",""coordinates"":[-109.131,41.5409]}",Chemicals,65658.19
SINCLAIR CASPER REFINING COMPANY,42.5129,-106.1434,"{""type"":""Point"",""coordinates"":[-106.1434,42.5129]}","Petroleum Product Suppliers,Refineries",219145.506
SINCLAIR OIL CORPORATION,41.77899,-107.104,"{""type"":""Point"",""coordinates"":[-107.104,41.77899]}","Chemicals,Petroleum Product Suppliers,Refineries",1097590.456
SIOUX FALLS REGIONAL SANITARY LANDFILL (SFRSL),43.5029,-96.9299,"{""type"":""Point"",""coordinates"":[-96.9299,43.5029]}",Waste,55020
"SIOUX RIVER ETHANOL, LLC",43.096842,-96.477478,"{""type"":""Point"",""coordinates"":[-96.477478,43.096842]}",Other,86404.024
SIOUXLAND ENERGY COOPERATIVE,43.08446,-96.23038,"{""type"":""Point"",""coordinates"":[-96.23038,43.08446]}",Other,61241.22
"SIOUXLAND ETHANOL, LLC",42.45196,-96.591844,"{""type"":""Point"",""coordinates"":[-96.591844,42.45196]}",Other,65530.87
SLAUGHTER GASOLINE PLANT,33.464722,-102.554994,"{""type"":""Point"",""coordinates"":[-102.554994,33.464722]}","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",56190.744
"SLNG Elba Island Terminal Savannah, GA",31.98741,-81.04973,"{""type"":""Point"",""coordinates"":[-81.04973,31.98741]}",Petroleum and Natural Gas Systems,2687.346
"SM 128 A, A-PRD, SA-2 (Complex ID # 21864)",28.316785,-91.908952,"{""type"":""Point"",""coordinates"":[-91.908952,28.316785]}",Petroleum and Natural Gas Systems,33657.372
SMI STEEL LLC,33.534104,-86.757929,"{""type"":""Point"",""coordinates"":[-86.757929,33.534104]}",Metals,83723.868
SMITH GAP REGIONAL LANDFILL,37.2891,-80.2134,"{""type"":""Point"",""coordinates"":[-80.2134,37.2891]}",Waste,67682
SMITHFIELD FARMLAND CORP-DENISON,42.027778,-95.359718,"{""type"":""Point"",""coordinates"":[-95.359718,42.027778]}","Other,Waste",71043.936
SMITHFIELD FARMLAND CORP-SMITHFIELD,36.993608,-76.628908,"{""type"":""Point"",""coordinates"":[-76.628908,36.993608]}","Other,Waste",60063.11
SMITHFIELD FARMLAND CORP-TAR HEEL,34.746774,-78.802335,"{""type"":""Point"",""coordinates"":[-78.802335,34.746774]}","Other,Waste",53521.73
SMITHFIELD FARMLAND CORP.- MILAN,40.220167000000004,-93.119472,"{""type"":""Point"",""coordinates"":[-93.119472,40.220167000000004]}","Other,Waste",22735.966
SMITHS CREEK LANDFILL,42.917442,-82.591679,"{""type"":""Point"",""coordinates"":[-82.591679,42.917442]}",Waste,180194.2
SNF Holding Company,31.74413,-81.43673,"{""type"":""Point"",""coordinates"":[-81.43673,31.74413]}",Chemicals,53921.096
SNG Plant,21.309264,-158.092533,"{""type"":""Point"",""coordinates"":[-158.092533,21.309264]}","Other,Suppliers of CO2",23226.09
"SNG Station 4020 Bear Creek Storage, LA",31.728614,-93.05762,"{""type"":""Point"",""coordinates"":[-93.05762,31.728614]}",Petroleum and Natural Gas Systems,73601
"SNG Station 4132 Louisville, MS",33.133614,-89.068889,"{""type"":""Point"",""coordinates"":[-89.068889,33.133614]}",Petroleum and Natural Gas Systems,36625.034
"SNG Station 4140 Reform, AL",,,,Petroleum and Natural Gas Systems,35520.766
"SNG Station 4152 Tarrant, AL",33.593548,-86.769968,"{""type"":""Point"",""coordinates"":[-86.769968,33.593548]}",Petroleum and Natural Gas Systems,37918.336
"SNG Station 4165 DeArmanville, AL",33.619576,-85.778225,"{""type"":""Point"",""coordinates"":[-85.778225,33.619576]}",Petroleum and Natural Gas Systems,20975.558
"SNG Station 4310 Muldon Storage, MS",33.745183,-88.660817,"{""type"":""Point"",""coordinates"":[-88.660817,33.745183]}",Petroleum and Natural Gas Systems,75100.888
"SNG Station 5000 Shadyside, LA",29.728308,-91.416658,"{""type"":""Point"",""coordinates"":[-91.416658,29.728308]}",Petroleum and Natural Gas Systems,21713.144
"SNG Station 5010 White Castle, LA",30.19714,-91.10277,"{""type"":""Point"",""coordinates"":[-91.10277,30.19714]}",Petroleum and Natural Gas Systems,53410.192
"SNG Station 5110 Toca, LA",29.867382,-89.830553,"{""type"":""Point"",""coordinates"":[-89.830553,29.867382]}",Petroleum and Natural Gas Systems,67944.02
"SNG Station 5122 Franklinton, LA",30.81735,-90.17873,"{""type"":""Point"",""coordinates"":[-90.17873,30.81735]}",Petroleum and Natural Gas Systems,37905.47
"SNG Station 5130 Pearl River, MS",31.316925,-90.040514,"{""type"":""Point"",""coordinates"":[-90.040514,31.316925]}",Petroleum and Natural Gas Systems,11330.68
"SNG Station 5211 Gwinville, MS",31.730937,-90.046656,"{""type"":""Point"",""coordinates"":[-90.046656,31.730937]}",Petroleum and Natural Gas Systems,78356.072
"SNG Station 5216 Bay Springs, MS",31.949109,-89.313176,"{""type"":""Point"",""coordinates"":[-89.313176,31.949109]}",Petroleum and Natural Gas Systems,74747.528
"SNG Station 5222 Enterprise, MS",32.14838,-88.84151,"{""type"":""Point"",""coordinates"":[-88.84151,32.14838]}",Petroleum and Natural Gas Systems,90881.5
"SNG Station 5230 York, AL",32.31585,-88.18279,"{""type"":""Point"",""coordinates"":[-88.18279,32.31585]}",Petroleum and Natural Gas Systems,39420.664
"SNG Station 5236 Gallion, AL",32.496853,-87.716046,"{""type"":""Point"",""coordinates"":[-87.716046,32.496853]}",Petroleum and Natural Gas Systems,20803.752
"SNG Station 5245 Selma, AL",32.526909,-86.929887,"{""type"":""Point"",""coordinates"":[-86.929887,32.526909]}",Petroleum and Natural Gas Systems,40406.986
"SNG Station 5251 Elmore, AL",32.519799,-86.322726,"{""type"":""Point"",""coordinates"":[-86.322726,32.519799]}",Petroleum and Natural Gas Systems,14345.572
"SNG Station 5259 Auburn, AL",32.514147,-85.47086,"{""type"":""Point"",""coordinates"":[-85.47086,32.514147]}",Petroleum and Natural Gas Systems,29106.606
"SNG Station 5267 Ellerslie, GA",32.611559,-84.821945,"{""type"":""Point"",""coordinates"":[-84.821945,32.611559]}",Petroleum and Natural Gas Systems,46157.026
"SNG Station 5272 Thomaston, GA",32.7877,-84.2544,"{""type"":""Point"",""coordinates"":[-84.2544,32.7877]}",Petroleum and Natural Gas Systems,50650.46
"SNG Station 5277 Ocmulgee, GA",32.935935,-83.712571,"{""type"":""Point"",""coordinates"":[-83.712571,32.935935]}",Petroleum and Natural Gas Systems,41691.158
"SNG Station 5283 Hall Gate, GA",33.058431,-83.051382,"{""type"":""Point"",""coordinates"":[-83.051382,33.058431]}",Petroleum and Natural Gas Systems,27728.392
"SNG Station 5288 Wrens, GA",33.18192,-82.366887,"{""type"":""Point"",""coordinates"":[-82.366887,33.18192]}",Petroleum and Natural Gas Systems,37836.936
SNYDER GAS PLANT,32.747699,-100.923444,"{""type"":""Point"",""coordinates"":[-100.923444,32.747699]}",Petroleum and Natural Gas Systems,67120.652
SOLAE CO GIBSON,40.611184,-88.181952,"{""type"":""Point"",""coordinates"":[-88.181952,40.611184]}",Other,36109.164
SOLAR TURBINES INCORPORATED,32.81872,-117.1258,"{""type"":""Point"",""coordinates"":[-117.1258,32.81872]}",Other,33003.6
SOLID WASTE DISPOSAL AUTHORITY,34.68894,-86.59206,"{""type"":""Point"",""coordinates"":[-86.59206,34.68894]}",Waste,170498
SOLUTIA INC - INDIAN ORCHARD PLANT,42.154981,-72.526419,"{""type"":""Point"",""coordinates"":[-72.526419,42.154981]}",Other,138143.52
SOLUTIA INC ANNISTON PLANT,33.65007,-85.85466,"{""type"":""Point"",""coordinates"":[-85.85466,33.65007]}",Chemicals,26602.9
SOLVAY CHEMICALS INC,46.135318,-122.982824,"{""type"":""Point"",""coordinates"":[-122.982824,46.135318]}",Chemicals,44253.9
"SOLVAY CHEMICALS, INC.",41.5018,-109.758,"{""type"":""Point"",""coordinates"":[-109.758,41.5018]}",Minerals,1149107.556
"SOLVAY SPECIALTY POLYMERS USA, LLC",39.845474,-75.209486,"{""type"":""Point"",""coordinates"":[-75.209486,39.845474]}","Industrial Gas Suppliers,Other",14522.144
"SOLVAY SPECIALTY POLYMERS USA, LLC",33.370282,-82.013845,"{""type"":""Point"",""coordinates"":[-82.013845,33.370282]}",Other,28076.75
SOLVAY Specialty Polymers USA - LLC,35.697861,-101.355306,"{""type"":""Point"",""coordinates"":[-101.355306,35.697861]}",Other,32883.18
SONNEBORN LLC/PETROLIA PLT,41.01509,-79.71731,"{""type"":""Point"",""coordinates"":[-79.71731,41.01509]}","Petroleum Product Suppliers,Petroleum and Natural Gas Systems",69449.588
SONOCO - NEWPORT,36.01772,-83.2042,"{""type"":""Point"",""coordinates"":[-83.2042,36.01772]}",Pulp and Paper,31512.632
SONOMA COUNTY CENTRAL DISPOSAL SITE,38.297175,-122.741432,"{""type"":""Point"",""coordinates"":[-122.741432,38.297175]}",Waste,54189.83
SONORA GAS PLANT,30.56,-100.5881,"{""type"":""Point"",""coordinates"":[-100.5881,30.56]}","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",49320.5591
SOUTH CENTRAL IOWA SOLID WASTE AGENCY SCISWA,41.2755,-92.8758,"{""type"":""Point"",""coordinates"":[-92.8758,41.2755]}",Waste,32820.7
SOUTH CHESTER CO2 REMOVAL FACILITY,44.915,-84.5406,"{""type"":""Point"",""coordinates"":[-84.5406,44.915]}",Petroleum and Natural Gas Systems,715271.3043
SOUTH CUSHMAN LANDFILL,64.804,-147.699,"{""type"":""Point"",""coordinates"":[-147.699,64.804]}",Waste,59750.75
SOUTH DADE SOLID WASTE DISPOSAL FACILITY,25.547222,-80.34769,"{""type"":""Point"",""coordinates"":[-80.34769,25.547222]}",Waste,43982
SOUTH DAKOTA SOYBEAN PROCESSORS,44.324986,-96.905897,"{""type"":""Point"",""coordinates"":[-96.905897,44.324986]}",Other,40874.696
SOUTH HAMPTON RESOURCES INC,30.3985,-94.2296,"{""type"":""Point"",""coordinates"":[-94.2296,30.3985]}",Chemicals,74431.02
SOUTH IGNACIO CDP,37.054116,-107.625701,"{""type"":""Point"",""coordinates"":[-107.625701,37.054116]}",Petroleum and Natural Gas Systems,26657.4
SOUTH SHELBY LANDFILL,34.999213,-89.906724,"{""type"":""Point"",""coordinates"":[-89.906724,34.999213]}",Waste,102112
SOUTH SIDE LANDFILL INC,39.71611,-86.205,"{""type"":""Point"",""coordinates"":[-86.205,39.71611]}",Waste,353613.964
SOUTH TEXAS ELECTRIC COOP,28.8947,-97.1347,"{""type"":""Point"",""coordinates"":[-97.1347,28.8947]}",Power Plants,128944.524
SOUTH WAKE LANDFILL,35.682582,-78.844874,"{""type"":""Point"",""coordinates"":[-78.844874,35.682582]}",Waste,81475.25
SOUTH ZYBACH COMPRESSOR STATION,35.604803,-100.15368,"{""type"":""Point"",""coordinates"":[-100.15368,35.604803]}",Petroleum and Natural Gas Systems,16558.788
SOUTHBRIDGE RECYCLING & DISPOSAL PARK,42.10516,-72.03195,"{""type"":""Point"",""coordinates"":[-72.03195,42.10516]}",Waste,47123.344
SOUTHEAST BERRIEN COUNTY LANDFILL,41.813371,-86.332814,"{""type"":""Point"",""coordinates"":[-86.332814,41.813371]}",Waste,94425.298
SOUTHEAST COUNTY LANDFILL,27.762601,-82.20147,"{""type"":""Point"",""coordinates"":[-82.20147,27.762601]}",Waste,74873.7
SOUTHEAST LANDFILL OKC,35.40004,-97.4641,"{""type"":""Point"",""coordinates"":[-97.4641,35.40004]}",Waste,159320
SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,41.475589,-72.068786,"{""type"":""Point"",""coordinates"":[-72.068786,41.475589]}",Waste,114743.218
SOUTHERN ALLEGHENIES LDFL,40.23252,-78.895563,"{""type"":""Point"",""coordinates"":[-78.895563,40.23252]}",Waste,24589.042
SOUTHERN CALIFORNIA GAS COMPANY SOUTH NEEDLES STATION,34.694049,-114.611213,"{""type"":""Point"",""coordinates"":[-114.611213,34.694049]}",Petroleum and Natural Gas Systems,37474.28
SOUTHERN GARDENS CITRUS PROCESSING,26.745,-81.129167,"{""type"":""Point"",""coordinates"":[-81.129167,26.745]}",Other,12904.152
SOUTHERN ILLINOIS REGIONAL LANDFILL,37.843781,-89.263298,"{""type"":""Point"",""coordinates"":[-89.263298,37.843781]}",Waste,46460.048
SOUTHERN ILLINOIS UNIVERSITY,37.71083,-89.21754,"{""type"":""Point"",""coordinates"":[-89.21754,37.71083]}",Other,97991.57
SOUTHERN MINNESOTA BEET SUGAR COOPERATIVE,44.797479,-95.17197,"{""type"":""Point"",""coordinates"":[-95.17197,44.797479]}",Minerals,350065.902
SOUTHWEST GAS STORAGE - BORCHERS,37.21293,-100.34524,"{""type"":""Point"",""coordinates"":[-100.34524,37.21293]}",Petroleum and Natural Gas Systems,17415.254
SOUTHWEST IOWA RENEWABLE ENERGY,41.16744,-95.82829,"{""type"":""Point"",""coordinates"":[-95.82829,41.16744]}",Other,108038.644
SOUTHWEST LANDFILL,35.01422,-101.95454,"{""type"":""Point"",""coordinates"":[-101.95454,35.01422]}",Waste,53156.75
SOUTHWEST OZONA GAS PLANT,30.4462,-101.4674,"{""type"":""Point"",""coordinates"":[-101.4674,30.4462]}",Petroleum and Natural Gas Systems,40296.3279
SOUTHWEST REGIONAL LANDFILL,33.2222,-112.6371,"{""type"":""Point"",""coordinates"":[-112.6371,33.2222]}",Waste,74700.75
SOUTHWIRE COMPANY,33.56444,-85.07,"{""type"":""Point"",""coordinates"":[-85.07,33.56444]}",Other,32706.042
SOUTHWIRE COMPANY KENTUCKY PLANT,37.939971,-86.779117,"{""type"":""Point"",""coordinates"":[-86.779117,37.939971]}",Metals,45548.926
SP 93 A,28.663,-89.4082,"{""type"":""Point"",""coordinates"":[-89.4082,28.663]}",Petroleum and Natural Gas Systems,15769.004
"SP Fiber Technologies Southeast, LLC",32.504129,-82.844859,"{""type"":""Point"",""coordinates"":[-82.844859,32.504129]}","Pulp and Paper,Waste",277212.192
